"General Information","General Information"
"Rule Name","Rule Name"
"Description","Description"
"Status","Status"
"Active","Active"
"Inactive","Inactive"
"Websites","Websites"
"NOT LOGGED IN","NOT LOGGED IN"
"Customer Groups","Customer Groups"
"From Date","From Date"
"To Date","To Date"
"Priority","Priority"
"Products Can Only Be Purchased With This Rule","Products Can Only Be Purchased With This Rule"
"Points-only Mode","Points-only Mode"
"Products can only be purchased with points defined in the conditions tab for this rule.","Products can only be purchased with points defined in the conditions tab for this rule."
"Get help with rule priorities.","Get help with rule priorities."
"Sweet Tooth must be installed on the server in order to use the Sweet Tooth Points-only Store","Sweet Tooth must be installed on the server in order to use the Sweet Tooth Points-only Store"
"If you're seeing this page it confirms that Sweet Tooth is installed and the Points-onyl Extension is ready for use.","If you're seeing this page it confirms that Sweet Tooth is installed and the Points-onyl Extension is ready for use."
"See product details","See product details"
"An error occured trying to apply the redemption while adding the product to your cart: ","An error occured trying to apply the redemption while adding the product to your cart: "
"Remove Item","Remove Item"
"Move to Wishlist","Move to Wishlist"
"Total","Total"
"Total incl. tax","Total incl. tax"
"Qty","Qty"
"Click to see a breakdown of how your points affect this line item.","Click to see a breakdown of how your points affect this line item."
"Points Spent","Points Spent"
"Points Earned","Points Earned"
"Edit item parameters","Edit item parameters"
"Edit","Edit"
"Remove item","Remove item"
"Please log-in to checkout while spending points.","Please log-in to checkout while spending points."
"Not enough points to checkout.","Not enough points to checkout."
